"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","company_industry","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","searched_site","searched_location","search_term"
"in-d394c355711f067b","indeed","https://www.indeed.com/viewjob?jk=d394c355711f067b","https://app.joinhandshake.com/public/jobs/10759643?source=Indeed","Software Engineer","Handshake","Remote, US","2026-02-17","parttime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Handshake-7","","","Decline to state","Decline to state","","","","","","","indeed","Remote","backend engineer internship"
"in-e0e149699a1ddb1a","indeed","https://www.indeed.com/viewjob?jk=e0e149699a1ddb1a","https://grnh.se/lgtc84824us","ML PhD Intern - LLMs & Generative AI","Truveta","Seattle, WA, US","2026-02-13","fulltime, internship","","hourly","","","USD",True,"","","","","","https://www.indeed.com/cmp/Truveta","","","","","","","","","","","indeed","Seattle, WA","software engineer internship"
"in-26e50bf07ea4c5de","indeed","https://www.indeed.com/viewjob?jk=26e50bf07ea4c5de","https://grnh.se/lgtc84824us","ML PhD Intern - LLMs & Generative AI","Truveta","Remote, US","2026-02-13","fulltime, internship","","hourly","","","USD",True,"","","","","","https://www.indeed.com/cmp/Truveta","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-ce7d9525c07777ed","indeed","https://www.indeed.com/viewjob?jk=ce7d9525c07777ed","https://grnh.se/82e4f7b91us","Technical Manager I","Syska Hennessy Group","New York, NY, US","2026-02-06","parttime","direct_data","yearly",112883.0,217238.0,"USD",True,"","","","","Consulting And Business Services","https://www.indeed.com/cmp/Syska-Hennessy-Group","http://www.syska.com","1185 Avenue of the Americas
New York, New York 10036","201 to 500","","","","","","","","indeed","New York, NY","junior software engineer"
"in-99de97bce1e318f1","indeed","https://www.indeed.com/viewjob?jk=99de97bce1e318f1","https://grnh.se/0a3706dd1us","Senior Software Engineer I","Qualia","Austin, TX, US","2025-12-17","","","","","","",True,"","","","","","https://www.indeed.com/cmp/Qualia-4","http://www.qualia.com","50 Fremont St #3600, San Francisco, CA 94105","501 to 1,000","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-47d84fefbb176b3b","indeed","https://www.indeed.com/viewjob?jk=47d84fefbb176b3b","https://utaustin.wd1.myworkdayjobs.com/en-US/UTstaff/job/Texas/Lead-Data-Engineer_R_00043560","Lead Data Engineer","University of Texas at Austin","Austin, TX, US","2025-12-05","fulltime","direct_data","yearly",125000.0,143712.0,"USD",True,"","","","","Education And Schools","https://www.indeed.com/cmp/University-of-Texas-At-Austin","https://www.utexas.edu","110 Inner Campus Drive
Austin, TX 78712","10,000+","$1M to $5M (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-7561c2760678ebd6","indeed","https://www.indeed.com/viewjob?jk=7561c2760678ebd6","https://careers2-quanta.icims.com/jobs/11851/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Project Manager - Datacenter","Quanta Infrastructure Solutions Group","Austin, TX, US","2025-11-05","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Quanta-Infrastructure-Solutions-Group","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-9f2499dcb7d23468","indeed","https://www.indeed.com/viewjob?jk=9f2499dcb7d23468","https://www.codeplatoon.org/careers/","Teaching Assistant","Code Platoon","Remote, US","2025-10-23","fulltime, internship","","","","","",True,"","","","","","https://www.indeed.com/cmp/Code-Platoon-1","http://codeplatoon.org/","","","","","","","","","","indeed","Remote","software engineer internship"
"li-4318509487","linkedin","https://www.linkedin.com/jobs/view/4318509487","","Senior Backend Engineer (Remote)","Zencastr","San Francisco, CA","2025-10-22","","","","","","",True,"","","","","","https://www.linkedin.com/company/zencastr","","","","","","","","","","","linkedin","San Francisco, CA","junior software engineer"
"in-a34ff220655954ca","indeed","https://www.indeed.com/viewjob?jk=a34ff220655954ca","https://serpapi.com/careers/junior-fullstack-engineer","Junior Fullstack Engineer","SerpApi","Austin, TX, US","2025-10-03","fulltime","direct_data","yearly",80000.0,100000.0,"USD",True,"","","","careers@serpapi.com, contact@serpapi.com","","https://www.indeed.com/cmp/Serpapi","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-231a659d10d7678e","indeed","https://www.indeed.com/viewjob?jk=231a659d10d7678e","https://apply.elevate-ats.com/job/913917/c-net-software-developer","C#/.NET Software Developer","Elevate HR","Parsippany-Troy Hills, NJ, US","2025-10-02","fulltime","direct_data","yearly",105000.0,144000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Elevate-HR","","","","","","","","","","","indeed","New York, NY","junior software engineer"
"in-d37e73ac78deee5c","indeed","https://www.indeed.com/viewjob?jk=d37e73ac78deee5c","https://apply.elevate-ats.com/job/913915/dynamics-365-software-developer","D365 Software Developer","Elevate HR","Parsippany-Troy Hills, NJ, US","2025-10-02","fulltime","direct_data","yearly",105000.0,144000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Elevate-HR","","","","","","","","","","","indeed","New York, NY","junior software engineer"
"li-4258065244","linkedin","https://www.linkedin.com/jobs/view/4258065244","","Junior JavaScript Developer - Remote work | REF#283760","BairesDev","Delhi, India","2025-06-26","","","","","","",True,"","","","","","https://www.linkedin.com/company/bairesdev","","","","","","","","","","","linkedin","Remote","junior software engineer"
"li-4258067056","linkedin","https://www.linkedin.com/jobs/view/4258067056","","Junior JavaScript Developer - Remote work | REF#283758","BairesDev","Haora, West Bengal, India","2025-06-26","","","","","","",True,"","","","","","https://www.linkedin.com/company/bairesdev","","","","","","","","","","","linkedin","Remote","junior software engineer"
"li-4258061537","linkedin","https://www.linkedin.com/jobs/view/4258061537","","Junior JavaScript Developer - Remote work | REF#283749","BairesDev","Pune Division, Maharashtra, India","2025-06-26","","","","","","",True,"","","","","","https://www.linkedin.com/company/bairesdev","","","","","","","","","","","linkedin","Remote","junior software engineer"
"in-de8fe55c189cee56","indeed","https://www.indeed.com/viewjob?jk=de8fe55c189cee56","https://jobs.ashbyhq.com/timely/67925705-3ee5-416b-a36f-34caae7f498b?utm_source=wLMOx6l892","Senior Software Engineer, Platform","timely","Boston, MA, US","2025-05-27","fulltime","direct_data","yearly",150000.0,200000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Timely","","","","","","","","","","","indeed","Boston, MA","junior software engineer"
"in-6a960eafc144dfca","indeed","https://www.indeed.com/viewjob?jk=6a960eafc144dfca","https://logistiqsolutions.com/careers/?gnk=job&gni=8a7887a8958c3d100195d274719e0a18&gns=Indeed+Free","Permitting Engineer Remote","","Remote, US","2025-03-26","","","","","","",True,"","","","","","","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-7d83ac45d5330947","indeed","https://www.indeed.com/viewjob?jk=7d83ac45d5330947","https://jobs.lever.co/certik/f8fbe497-34d2-49fa-9308-879f0ffd8fa8?lever-source=Indeed","Software Engineer (Engineer III to Principal) - Formal Methods","CertiK","New York, NY, US","2025-01-08","fulltime","direct_data","yearly",115000.0,230000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Certik","","","","","","","","","","","indeed","New York, NY","software engineer internship"
"in-9102d275db2ba38a","indeed","https://www.indeed.com/viewjob?jk=9102d275db2ba38a","https://jobs.gusto.com/postings/advantage-pro-senior-software-engineer-8926549b-ee02-48ec-8019-5fd6cdbe9fee","Senior Software Engineer","Advantage Pro","Remote, US","2024-10-30","fulltime","direct_data","hourly",70.0,80.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Advantage-Pro","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-245d68860d46747e","indeed","https://www.indeed.com/viewjob?jk=245d68860d46747e","https://busigence.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=pqUxfVA6uYE0gAANVel29A9qShfLEBG70IWk9Uix7SI-&jobid=348751000008543005&widgetid=348751000001287060&embedsource=CareerSite","Fullstack Web Developer","Busigence Technologies","Remote, US","2023-12-17","","","","","","",True,"","","","careers@busigence.com","","https://www.indeed.com/cmp/Busigence-Technologies","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-5d0204c8ca5dabd6","indeed","https://www.indeed.com/viewjob?jk=5d0204c8ca5dabd6","https://busigence.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=pqUxfVA6uYE0gAANVel29A9qShfLEBG70IWk9Uix7SI-&jobid=348751000007487100&widgetid=348751000001287060&embedsource=CareerSite","React Developer","Busigence Technologies","Remote, US","2023-03-20","","","","","","",True,"","","","careers@busigence.com","","https://www.indeed.com/cmp/Busigence-Technologies","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-9ba193e431fe5df4","indeed","https://www.indeed.com/viewjob?jk=9ba193e431fe5df4","https://busigence.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=pqUxfVA6uYE0gAANVel29A9qShfLEBG70IWk9Uix7SI-&jobid=348751000007162038&widgetid=348751000001287060&embedsource=CareerSite","Fresher - Web Developer","Busigence Technologies","Remote, US","2021-09-26","","","","","","",True,"","","","careers@busigence.com","","https://www.indeed.com/cmp/Busigence-Technologies","","","","","","","","","","","indeed","Remote","software developer internship"
"in-acd9a92303b94aed","indeed","https://www.indeed.com/viewjob?jk=acd9a92303b94aed","https://busigence.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=pqUxfVA6uYE0gAANVel29A9qShfLEBG70IWk9Uix7SI-&jobid=348751000007162010&widgetid=348751000001287060&embedsource=CareerSite","Fresher - Big Data Engineer","Busigence Technologies","Remote, US","2021-09-26","","","","","","",True,"","","","careers@busigence.com","","https://www.indeed.com/cmp/Busigence-Technologies","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-000be3a45f918783","indeed","https://www.indeed.com/viewjob?jk=000be3a45f918783","https://busigence.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=pqUxfVA6uYE0gAANVel29A9qShfLEBG70IWk9Uix7SI-&jobid=348751000006618021&widgetid=348751000001287060&embedsource=CareerSite","Ember.js Developer","Busigence Technologies","Remote, US","2021-06-27","","","","","","",True,"","","","careers@busigence.com","","https://www.indeed.com/cmp/Busigence-Technologies","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-4413ada84ea41e60","indeed","https://www.indeed.com/viewjob?jk=4413ada84ea41e60","https://busigence.zohorecruit.com/recruit/PortalDetail.na?iframe=true&digest=pqUxfVA6uYE0gAANVel29A9qShfLEBG70IWk9Uix7SI-&jobid=348751000006618037&widgetid=348751000001287060&embedsource=CareerSite","Express.js Developer","Busigence Technologies","Remote, US","2021-06-27","","","","","","",True,"","","","careers@busigence.com","","https://www.indeed.com/cmp/Busigence-Technologies","","","","","","","","","","","indeed","Remote","software engineer internship"
